C:\Users\lcgyo\Desktop\Self_Driving Car\DATA\IMG\center_2019_04_16_11_17_16_992.jpg, C:\Users\lcgyo\Desktop\Self_Driving Car\DATA\IMG\left_2019_04_16_11_17_16_992.jpg, C:\Users\lcgyo\Desktop\Self_Driving Car\DATA\IMG\right_2019_04_16_11_17_16_992.jpg, 0, 0, 0, 7.845752E-05
C:\Users\lcgyo\Desktop\Self_Driving Car\DATA\IMG\center_2019_04_16_11_17_17_096.jpg, C:\Users\lcgyo\Desktop\Self_Driving Car\DATA\IMG\left_2019_04_16_11_17_17_096.jpg, C:\Users\lcgyo\Desktop\Self_Driving Car\DATA\IMG\right_2019_04_16_11_17_17_096.jpg, 0, 0, 0, 7.961466E-05
C:\Users\lcgyo\Desktop\Self_Driving Car\DATA\IMG\center_2019_04_16_11_17_17_207.jpg, C:\Users\lcgyo\Desktop\Self_Driving Car\DATA\IMG\left_2019_04_16_11_17_17_207.jpg, C:\Users\lcgyo\Desktop\Self_Driving Car\DATA\IMG\right_2019_04_16_11_17_17_207.jpg, 0, 0, 0, 7.823647E-05
C:\Users\lcgyo\Desktop\Self_Driving Car\DATA\IMG\center_2019_04_16_11_17_17_312.jpg, C:\Users\lcgyo\Desktop\Self_Driving Car\DATA\IMG\left_2019_04_16_11_17_17_312.jpg, C:\Users\lcgyo\Desktop\Self_Driving Car\DATA\IMG\right_2019_04_16_11_17_17_312.jpg, 0, 0, 0, 7.963837E-05
C:\Users\lcgyo\Desktop\Self_Driving Car\DATA\IMG\center_2019_04_16_11_17_17_417.jpg, C:\Users\lcgyo\Desktop\Self_Driving Car\DATA\IMG\left_2019_04_16_11_17_17_417.jpg, C:\Users\lcgyo\Desktop\Self_Driving Car\DATA\IMG\right_2019_04_16_11_17_17_417.jpg, 0, 0, 0, 7.837514E-05
C:\Users\lcgyo\Desktop\Self_Driving Car\DATA\IMG\center_2019_04_16_11_17_17_518.jpg, C:\Users\lcgyo\Desktop\Self_Driving Car\DATA\IMG\left_2019_04_16_11_17_17_518.jpg, C:\Users\lcgyo\Desktop\Self_Driving Car\DATA\IMG\right_2019_04_16_11_17_17_518.jpg, 0, 0, 0, 7.935691E-05
C:\Users\lcgyo\Desktop\Self_Driving Car\DATA\IMG\center_2019_04_16_11_17_17_627.jpg, C:\Users\lcgyo\Desktop\Self_Driving Car\DATA\IMG\left_2019_04_16_11_17_17_627.jpg, C:\Users\lcgyo\Desktop\Self_Driving Car\DATA\IMG\right_2019_04_16_11_17_17_627.jpg, 0, 0, 0, 7.766928E-05
C:\Users\lcgyo\Desktop\Self_Driving Car\DATA\IMG\center_2019_04_16_11_17_17_732.jpg, C:\Users\lcgyo\Desktop\Self_Driving Car\DATA\IMG\left_2019_04_16_11_17_17_732.jpg, C:\Users\lcgyo\Desktop\Self_Driving Car\DATA\IMG\right_2019_04_16_11_17_17_732.jpg, 0, 0, 0, 7.944649E-05
C:\Users\lcgyo\Desktop\Self_Driving Car\DATA\IMG\center_2019_04_16_11_17_17_837.jpg, C:\Users\lcgyo\Desktop\Self_Driving Car\DATA\IMG\left_2019_04_16_11_17_17_837.jpg, C:\Users\lcgyo\Desktop\Self_Driving Car\DATA\IMG\right_2019_04_16_11_17_17_837.jpg, 0, 0, 0, 7.822258E-05
C:\Users\lcgyo\Desktop\Self_Driving Car\DATA\IMG\center_2019_04_16_11_17_17_946.jpg, C:\Users\lcgyo\Desktop\Self_Driving Car\DATA\IMG\left_2019_04_16_11_17_17_946.jpg, C:\Users\lcgyo\Desktop\Self_Driving Car\DATA\IMG\right_2019_04_16_11_17_17_946.jpg, 0, 0, 0, 7.800921E-05
